name,category,variantName,sku,costPrice,sellingPrice,stockQuantity
Telur Ayam 57,Perawatan Diri,1kg,SKU-01139,27000,32000,7983
Tisu Wajah 57,Kebersihan,200 sheets,SKU-01140,9000,13000,7990
Indomie Goreng 58,Mie Instan,85g,SKU-01141,2500,3500,7997
Indomie Soto 58,Minuman,75g,SKU-01142,2500,3500,8004
Aqua 58,Snack,600ml,SKU-01143,2500,4000,8011
Teh Botol Sosro 58,Sembako,450ml,SKU-01144,3500,5000,8018
Kopi Kapal Api 58,Susu,65g,SKU-01145,7000,9500,8025
Beras Premium 58,Kopi & Teh,5kg,SKU-01146,65000,75000,8032
Gula Pasir 58,Bumbu Dapur,1kg,SKU-01147,14500,17000,8039
Minyak Goreng 58,Makanan Kaleng,1L,SKU-01148,17000,20000,8046
Susu UHT 58,Perawatan Diri,1L,SKU-01149,18000,22000,8053
Sabun Mandi 58,Kebersihan,100g,SKU-01150,3500,5000,8060
Shampoo 58,Mie Instan,170ml,SKU-01151,18000,23000,8067
Pasta Gigi 58,Minuman,120g,SKU-01152,11000,15000,8074
Biskuit 58,Snack,120g,SKU-01153,6500,9000,8081
Keripik Kentang 58,Sembako,68g,SKU-01154,9000,12000,8088
Sarden Kaleng 58,Susu,155g,SKU-01155,12000,16000,8095
Kecap Manis 58,Kopi & Teh,600ml,SKU-01156,14000,18000,8102
Saus Sambal 58,Bumbu Dapur,335ml,SKU-01157,10000,14000,8109
Tepung Terigu 58,Makanan Kaleng,1kg,SKU-01158,12000,15000,8116
Telur Ayam 58,Perawatan Diri,1kg,SKU-01159,27000,32000,8123
Tisu Wajah 58,Kebersihan,200 sheets,SKU-01160,9000,13000,8130
Indomie Goreng 59,Mie Instan,85g,SKU-01161,2500,3500,8137
Indomie Soto 59,Minuman,75g,SKU-01162,2500,3500,8144
Aqua 59,Snack,600ml,SKU-01163,2500,4000,8151
Teh Botol Sosro 59,Sembako,450ml,SKU-01164,3500,5000,8158
Kopi Kapal Api 59,Susu,65g,SKU-01165,7000,9500,8165
Beras Premium 59,Kopi & Teh,5kg,SKU-01166,65000,75000,8172
Gula Pasir 59,Bumbu Dapur,1kg,SKU-01167,14500,17000,8179
Minyak Goreng 59,Makanan Kaleng,1L,SKU-01168,17000,20000,8186
Susu UHT 59,Perawatan Diri,1L,SKU-01169,18000,22000,8193
Sabun Mandi 59,Kebersihan,100g,SKU-01170,3500,5000,8200
Shampoo 59,Mie Instan,170ml,SKU-01171,18000,23000,8207
Pasta Gigi 59,Minuman,120g,SKU-01172,11000,15000,8214
Biskuit 59,Snack,120g,SKU-01173,6500,9000,8221
Keripik Kentang 59,Sembako,68g,SKU-01174,9000,12000,8228
Sarden Kaleng 59,Susu,155g,SKU-01175,12000,16000,8235
Kecap Manis 59,Kopi & Teh,600ml,SKU-01176,14000,18000,8242
Saus Sambal 59,Bumbu Dapur,335ml,SKU-01177,10000,14000,8249
Tepung Terigu 59,Makanan Kaleng,1kg,SKU-01178,12000,15000,8256
Telur Ayam 59,Perawatan Diri,1kg,SKU-01179,27000,32000,8263
Tisu Wajah 59,Kebersihan,200 sheets,SKU-01180,9000,13000,8270
Indomie Goreng 60,Mie Instan,85g,SKU-01181,2500,3500,8277
Indomie Soto 60,Minuman,75g,SKU-01182,2500,3500,8284
Aqua 60,Snack,600ml,SKU-01183,2500,4000,8291
Teh Botol Sosro 60,Sembako,450ml,SKU-01184,3500,5000,8298
Kopi Kapal Api 60,Susu,65g,SKU-01185,7000,9500,8305
Beras Premium 60,Kopi & Teh,5kg,SKU-01186,65000,75000,8312
Gula Pasir 60,Bumbu Dapur,1kg,SKU-01187,14500,17000,8319
Minyak Goreng 60,Makanan Kaleng,1L,SKU-01188,17000,20000,8326
Susu UHT 60,Perawatan Diri,1L,SKU-01189,18000,22000,8333
Sabun Mandi 60,Kebersihan,100g,SKU-01190,3500,5000,8340
Shampoo 60,Mie Instan,170ml,SKU-01191,18000,23000,8347
Pasta Gigi 60,Minuman,120g,SKU-01192,11000,15000,8354
Biskuit 60,Snack,120g,SKU-01193,6500,9000,8361
Keripik Kentang 60,Sembako,68g,SKU-01194,9000,12000,8368
Sarden Kaleng 60,Susu,155g,SKU-01195,12000,16000,8375
Kecap Manis 60,Kopi & Teh,600ml,SKU-01196,14000,18000,8382
Saus Sambal 60,Bumbu Dapur,335ml,SKU-01197,10000,14000,8389
Tepung Terigu 60,Makanan Kaleng,1kg,SKU-01198,12000,15000,8396
Telur Ayam 60,Perawatan Diri,1kg,SKU-01199,27000,32000,8403
Tisu Wajah 60,Kebersihan,200 sheets,SKU-01200,9000,13000,8410
Indomie Goreng 61,Mie Instan,85g,SKU-01201,2500,3500,8417
Indomie Soto 61,Minuman,75g,SKU-01202,2500,3500,8424
Aqua 61,Snack,600ml,SKU-01203,2500,4000,8431
Teh Botol Sosro 61,Sembako,450ml,SKU-01204,3500,5000,8438
Kopi Kapal Api 61,Susu,65g,SKU-01205,7000,9500,8445
Beras Premium 61,Kopi & Teh,5kg,SKU-01206,65000,75000,8452
Gula Pasir 61,Bumbu Dapur,1kg,SKU-01207,14500,17000,8459
Minyak Goreng 61,Makanan Kaleng,1L,SKU-01208,17000,20000,8466
Susu UHT 61,Perawatan Diri,1L,SKU-01209,18000,22000,8473
Sabun Mandi 61,Kebersihan,100g,SKU-01210,3500,5000,8480
Shampoo 61,Mie Instan,170ml,SKU-01211,18000,23000,8487
Pasta Gigi 61,Minuman,120g,SKU-01212,11000,15000,8494
Biskuit 61,Snack,120g,SKU-01213,6500,9000,8501
Keripik Kentang 61,Sembako,68g,SKU-01214,9000,12000,8508
Sarden Kaleng 61,Susu,155g,SKU-01215,12000,16000,8515
Kecap Manis 61,Kopi & Teh,600ml,SKU-01216,14000,18000,8522
Saus Sambal 61,Bumbu Dapur,335ml,SKU-01217,10000,14000,8529
Tepung Terigu 61,Makanan Kaleng,1kg,SKU-01218,12000,15000,8536
Telur Ayam 61,Perawatan Diri,1kg,SKU-01219,27000,32000,8543
Tisu Wajah 61,Kebersihan,200 sheets,SKU-01220,9000,13000,8550
Indomie Goreng 62,Mie Instan,85g,SKU-01221,2500,3500,8557
Indomie Soto 62,Minuman,75g,SKU-01222,2500,3500,8564
Aqua 62,Snack,600ml,SKU-01223,2500,4000,8571
Teh Botol Sosro 62,Sembako,450ml,SKU-01224,3500,5000,8578
Kopi Kapal Api 62,Susu,65g,SKU-01225,7000,9500,8585
Beras Premium 62,Kopi & Teh,5kg,SKU-01226,65000,75000,8592
Gula Pasir 62,Bumbu Dapur,1kg,SKU-01227,14500,17000,8599
Minyak Goreng 62,Makanan Kaleng,1L,SKU-01228,17000,20000,8606
Susu UHT 62,Perawatan Diri,1L,SKU-01229,18000,22000,8613
Sabun Mandi 62,Kebersihan,100g,SKU-01230,3500,5000,8620
Shampoo 62,Mie Instan,170ml,SKU-01231,18000,23000,8627
Pasta Gigi 62,Minuman,120g,SKU-01232,11000,15000,8634
Biskuit 62,Snack,120g,SKU-01233,6500,9000,8641
Keripik Kentang 62,Sembako,68g,SKU-01234,9000,12000,8648
Sarden Kaleng 62,Susu,155g,SKU-01235,12000,16000,8655
Kecap Manis 62,Kopi & Teh,600ml,SKU-01236,14000,18000,8662
Saus Sambal 62,Bumbu Dapur,335ml,SKU-01237,10000,14000,8669
Tepung Terigu 62,Makanan Kaleng,1kg,SKU-01238,12000,15000,8676
Telur Ayam 62,Perawatan Diri,1kg,SKU-01239,27000,32000,8683
Tisu Wajah 62,Kebersihan,200 sheets,SKU-01240,9000,13000,8690
Indomie Goreng 63,Mie Instan,85g,SKU-01241,2500,3500,8697
Indomie Soto 63,Minuman,75g,SKU-01242,2500,3500,8704
Aqua 63,Snack,600ml,SKU-01243,2500,4000,8711
Teh Botol Sosro 63,Sembako,450ml,SKU-01244,3500,5000,8718
Kopi Kapal Api 63,Susu,65g,SKU-01245,7000,9500,8725
Beras Premium 63,Kopi & Teh,5kg,SKU-01246,65000,75000,8732
Gula Pasir 63,Bumbu Dapur,1kg,SKU-01247,14500,17000,8739
Minyak Goreng 63,Makanan Kaleng,1L,SKU-01248,17000,20000,8746
Susu UHT 63,Perawatan Diri,1L,SKU-01249,18000,22000,8753
Sabun Mandi 63,Kebersihan,100g,SKU-01250,3500,5000,8760
Shampoo 63,Mie Instan,170ml,SKU-01251,18000,23000,8767
Pasta Gigi 63,Minuman,120g,SKU-01252,11000,15000,8774
Biskuit 63,Snack,120g,SKU-01253,6500,9000,8781
Keripik Kentang 63,Sembako,68g,SKU-01254,9000,12000,8788
Sarden Kaleng 63,Susu,155g,SKU-01255,12000,16000,8795
Kecap Manis 63,Kopi & Teh,600ml,SKU-01256,14000,18000,8802
Saus Sambal 63,Bumbu Dapur,335ml,SKU-01257,10000,14000,8809
Tepung Terigu 63,Makanan Kaleng,1kg,SKU-01258,12000,15000,8816
Telur Ayam 63,Perawatan Diri,1kg,SKU-01259,27000,32000,8823
Tisu Wajah 63,Kebersihan,200 sheets,SKU-01260,9000,13000,8830
Indomie Goreng 64,Mie Instan,85g,SKU-01261,2500,3500,8837
Indomie Soto 64,Minuman,75g,SKU-01262,2500,3500,8844
Aqua 64,Snack,600ml,SKU-01263,2500,4000,8851
Teh Botol Sosro 64,Sembako,450ml,SKU-01264,3500,5000,8858
Kopi Kapal Api 64,Susu,65g,SKU-01265,7000,9500,8865
Beras Premium 64,Kopi & Teh,5kg,SKU-01266,65000,75000,8872
Gula Pasir 64,Bumbu Dapur,1kg,SKU-01267,14500,17000,8879
Minyak Goreng 64,Makanan Kaleng,1L,SKU-01268,17000,20000,8886
Susu UHT 64,Perawatan Diri,1L,SKU-01269,18000,22000,8893
Sabun Mandi 64,Kebersihan,100g,SKU-01270,3500,5000,8900
Shampoo 64,Mie Instan,170ml,SKU-01271,18000,23000,8907
Pasta Gigi 64,Minuman,120g,SKU-01272,11000,15000,8914
Biskuit 64,Snack,120g,SKU-01273,6500,9000,8921
Keripik Kentang 64,Sembako,68g,SKU-01274,9000,12000,8928
Sarden Kaleng 64,Susu,155g,SKU-01275,12000,16000,8935
Kecap Manis 64,Kopi & Teh,600ml,SKU-01276,14000,18000,8942
Saus Sambal 64,Bumbu Dapur,335ml,SKU-01277,10000,14000,8949
Tepung Terigu 64,Makanan Kaleng,1kg,SKU-01278,12000,15000,8956
Telur Ayam 64,Perawatan Diri,1kg,SKU-01279,27000,32000,8963
Tisu Wajah 64,Kebersihan,200 sheets,SKU-01280,9000,13000,8970
Indomie Goreng 65,Mie Instan,85g,SKU-01281,2500,3500,8977
Indomie Soto 65,Minuman,75g,SKU-01282,2500,3500,8984
Aqua 65,Snack,600ml,SKU-01283,2500,4000,8991
Teh Botol Sosro 65,Sembako,450ml,SKU-01284,3500,5000,8998
Kopi Kapal Api 65,Susu,65g,SKU-01285,7000,9500,9005
Beras Premium 65,Kopi & Teh,5kg,SKU-01286,65000,75000,9012
Gula Pasir 65,Bumbu Dapur,1kg,SKU-01287,14500,17000,9019
Minyak Goreng 65,Makanan Kaleng,1L,SKU-01288,17000,20000,9026
Susu UHT 65,Perawatan Diri,1L,SKU-01289,18000,22000,9033
Sabun Mandi 65,Kebersihan,100g,SKU-01290,3500,5000,9040
Shampoo 65,Mie Instan,170ml,SKU-01291,18000,23000,9047
Pasta Gigi 65,Minuman,120g,SKU-01292,11000,15000,9054
Biskuit 65,Snack,120g,SKU-01293,6500,9000,9061
Keripik Kentang 65,Sembako,68g,SKU-01294,9000,12000,9068
Sarden Kaleng 65,Susu,155g,SKU-01295,12000,16000,9075
Kecap Manis 65,Kopi & Teh,600ml,SKU-01296,14000,18000,9082
Saus Sambal 65,Bumbu Dapur,335ml,SKU-01297,10000,14000,9089
Tepung Terigu 65,Makanan Kaleng,1kg,SKU-01298,12000,15000,9096
Telur Ayam 65,Perawatan Diri,1kg,SKU-01299,27000,32000,9103
Tisu Wajah 65,Kebersihan,200 sheets,SKU-01300,9000,13000,9110
Indomie Goreng 66,Mie Instan,85g,SKU-01301,2500,3500,9117
Indomie Soto 66,Minuman,75g,SKU-01302,2500,3500,9124
Aqua 66,Snack,600ml,SKU-01303,2500,4000,9131
Teh Botol Sosro 66,Sembako,450ml,SKU-01304,3500,5000,9138
Kopi Kapal Api 66,Susu,65g,SKU-01305,7000,9500,9145
Beras Premium 66,Kopi & Teh,5kg,SKU-01306,65000,75000,9152
Gula Pasir 66,Bumbu Dapur,1kg,SKU-01307,14500,17000,9159
Minyak Goreng 66,Makanan Kaleng,1L,SKU-01308,17000,20000,9166
Susu UHT 66,Perawatan Diri,1L,SKU-01309,18000,22000,9173
Sabun Mandi 66,Kebersihan,100g,SKU-01310,3500,5000,9180
Shampoo 66,Mie Instan,170ml,SKU-01311,18000,23000,9187
Pasta Gigi 66,Minuman,120g,SKU-01312,11000,15000,9194
Biskuit 66,Snack,120g,SKU-01313,6500,9000,9201
Keripik Kentang 66,Sembako,68g,SKU-01314,9000,12000,9208
Sarden Kaleng 66,Susu,155g,SKU-01315,12000,16000,9215
Kecap Manis 66,Kopi & Teh,600ml,SKU-01316,14000,18000,9222
Saus Sambal 66,Bumbu Dapur,335ml,SKU-01317,10000,14000,9229
Tepung Terigu 66,Makanan Kaleng,1kg,SKU-01318,12000,15000,9236
Telur Ayam 66,Perawatan Diri,1kg,SKU-01319,27000,32000,9243
Tisu Wajah 66,Kebersihan,200 sheets,SKU-01320,9000,13000,9250
Indomie Goreng 67,Mie Instan,85g,SKU-01321,2500,3500,9257
Indomie Soto 67,Minuman,75g,SKU-01322,2500,3500,9264
Aqua 67,Snack,600ml,SKU-01323,2500,4000,9271
Teh Botol Sosro 67,Sembako,450ml,SKU-01324,3500,5000,9278
Kopi Kapal Api 67,Susu,65g,SKU-01325,7000,9500,9285
Beras Premium 67,Kopi & Teh,5kg,SKU-01326,65000,75000,9292
Gula Pasir 67,Bumbu Dapur,1kg,SKU-01327,14500,17000,9299
Minyak Goreng 67,Makanan Kaleng,1L,SKU-01328,17000,20000,9306
Susu UHT 67,Perawatan Diri,1L,SKU-01329,18000,22000,9313
Sabun Mandi 67,Kebersihan,100g,SKU-01330,3500,5000,9320
Shampoo 67,Mie Instan,170ml,SKU-01331,18000,23000,9327
Pasta Gigi 67,Minuman,120g,SKU-01332,11000,15000,9334
Biskuit 67,Snack,120g,SKU-01333,6500,9000,9341
Keripik Kentang 67,Sembako,68g,SKU-01334,9000,12000,9348
Sarden Kaleng 67,Susu,155g,SKU-01335,12000,16000,9355
Kecap Manis 67,Kopi & Teh,600ml,SKU-01336,14000,18000,9362
Saus Sambal 67,Bumbu Dapur,335ml,SKU-01337,10000,14000,9369
Tepung Terigu 67,Makanan Kaleng,1kg,SKU-01338,12000,15000,9376
Telur Ayam 67,Perawatan Diri,1kg,SKU-01339,27000,32000,9383
Tisu Wajah 67,Kebersihan,200 sheets,SKU-01340,9000,13000,9390
Indomie Goreng 68,Mie Instan,85g,SKU-01341,2500,3500,9397
Indomie Soto 68,Minuman,75g,SKU-01342,2500,3500,9404
Aqua 68,Snack,600ml,SKU-01343,2500,4000,9411
Teh Botol Sosro 68,Sembako,450ml,SKU-01344,3500,5000,9418
Kopi Kapal Api 68,Susu,65g,SKU-01345,7000,9500,9425
Beras Premium 68,Kopi & Teh,5kg,SKU-01346,65000,75000,9432
Gula Pasir 68,Bumbu Dapur,1kg,SKU-01347,14500,17000,9439
Minyak Goreng 68,Makanan Kaleng,1L,SKU-01348,17000,20000,9446
Susu UHT 68,Perawatan Diri,1L,SKU-01349,18000,22000,9453
Sabun Mandi 68,Kebersihan,100g,SKU-01350,3500,5000,9460
Shampoo 68,Mie Instan,170ml,SKU-01351,18000,23000,9467
Pasta Gigi 68,Minuman,120g,SKU-01352,11000,15000,9474
Biskuit 68,Snack,120g,SKU-01353,6500,9000,9481
Keripik Kentang 68,Sembako,68g,SKU-01354,9000,12000,9488
Sarden Kaleng 68,Susu,155g,SKU-01355,12000,16000,9495
Kecap Manis 68,Kopi & Teh,600ml,SKU-01356,14000,18000,9502
Saus Sambal 68,Bumbu Dapur,335ml,SKU-01357,10000,14000,9509
Tepung Terigu 68,Makanan Kaleng,1kg,SKU-01358,12000,15000,9516
Telur Ayam 68,Perawatan Diri,1kg,SKU-01359,27000,32000,9523
Tisu Wajah 68,Kebersihan,200 sheets,SKU-01360,9000,13000,9530
Indomie Goreng 69,Mie Instan,85g,SKU-01361,2500,3500,9537
Indomie Soto 69,Minuman,75g,SKU-01362,2500,3500,9544
Aqua 69,Snack,600ml,SKU-01363,2500,4000,9551
Teh Botol Sosro 69,Sembako,450ml,SKU-01364,3500,5000,9558
Kopi Kapal Api 69,Susu,65g,SKU-01365,7000,9500,9565
Beras Premium 69,Kopi & Teh,5kg,SKU-01366,65000,75000,9572
Gula Pasir 69,Bumbu Dapur,1kg,SKU-01367,14500,17000,9579
Minyak Goreng 69,Makanan Kaleng,1L,SKU-01368,17000,20000,9586
Susu UHT 69,Perawatan Diri,1L,SKU-01369,18000,22000,9593
Sabun Mandi 69,Kebersihan,100g,SKU-01370,3500,5000,9600
Shampoo 69,Mie Instan,170ml,SKU-01371,18000,23000,9607
Pasta Gigi 69,Minuman,120g,SKU-01372,11000,15000,9614
Biskuit 69,Snack,120g,SKU-01373,6500,9000,9621
Keripik Kentang 69,Sembako,68g,SKU-01374,9000,12000,9628
Sarden Kaleng 69,Susu,155g,SKU-01375,12000,16000,9635
Kecap Manis 69,Kopi & Teh,600ml,SKU-01376,14000,18000,9642
Saus Sambal 69,Bumbu Dapur,335ml,SKU-01377,10000,14000,9649
Tepung Terigu 69,Makanan Kaleng,1kg,SKU-01378,12000,15000,9656
Telur Ayam 69,Perawatan Diri,1kg,SKU-01379,27000,32000,9663
Tisu Wajah 69,Kebersihan,200 sheets,SKU-01380,9000,13000,9670
Indomie Goreng 70,Mie Instan,85g,SKU-01381,2500,3500,9677
Indomie Soto 70,Minuman,75g,SKU-01382,2500,3500,9684
Aqua 70,Snack,600ml,SKU-01383,2500,4000,9691
Teh Botol Sosro 70,Sembako,450ml,SKU-01384,3500,5000,9698
Kopi Kapal Api 70,Susu,65g,SKU-01385,7000,9500,9705
Beras Premium 70,Kopi & Teh,5kg,SKU-01386,65000,75000,9712
Gula Pasir 70,Bumbu Dapur,1kg,SKU-01387,14500,17000,9719
Minyak Goreng 70,Makanan Kaleng,1L,SKU-01388,17000,20000,9726
Susu UHT 70,Perawatan Diri,1L,SKU-01389,18000,22000,9733
Sabun Mandi 70,Kebersihan,100g,SKU-01390,3500,5000,9740
Shampoo 70,Mie Instan,170ml,SKU-01391,18000,23000,9747
Pasta Gigi 70,Minuman,120g,SKU-01392,11000,15000,9754
Biskuit 70,Snack,120g,SKU-01393,6500,9000,9761
Keripik Kentang 70,Sembako,68g,SKU-01394,9000,12000,9768
Sarden Kaleng 70,Susu,155g,SKU-01395,12000,16000,9775
Kecap Manis 70,Kopi & Teh,600ml,SKU-01396,14000,18000,9782
Saus Sambal 70,Bumbu Dapur,335ml,SKU-01397,10000,14000,9789
Tepung Terigu 70,Makanan Kaleng,1kg,SKU-01398,12000,15000,9796
Telur Ayam 70,Perawatan Diri,1kg,SKU-01399,27000,32000,9803
Tisu Wajah 70,Kebersihan,200 sheets,SKU-01400,9000,13000,9810
Indomie Goreng 71,Mie Instan,85g,SKU-01401,2500,3500,9817
Indomie Soto 71,Minuman,75g,SKU-01402,2500,3500,9824
Aqua 71,Snack,600ml,SKU-01403,2500,4000,9831
Teh Botol Sosro 71,Sembako,450ml,SKU-01404,3500,5000,9838
Kopi Kapal Api 71,Susu,65g,SKU-01405,7000,9500,9845
Beras Premium 71,Kopi & Teh,5kg,SKU-01406,65000,75000,9852
Gula Pasir 71,Bumbu Dapur,1kg,SKU-01407,14500,17000,9859
Minyak Goreng 71,Makanan Kaleng,1L,SKU-01408,17000,20000,9866
Susu UHT 71,Perawatan Diri,1L,SKU-01409,18000,22000,9873
Sabun Mandi 71,Kebersihan,100g,SKU-01410,3500,5000,9880
Shampoo 71,Mie Instan,170ml,SKU-01411,18000,23000,9887
Pasta Gigi 71,Minuman,120g,SKU-01412,11000,15000,9894
Biskuit 71,Snack,120g,SKU-01413,6500,9000,9901
Keripik Kentang 71,Sembako,68g,SKU-01414,9000,12000,9908
Sarden Kaleng 71,Susu,155g,SKU-01415,12000,16000,9915
Kecap Manis 71,Kopi & Teh,600ml,SKU-01416,14000,18000,9922
Saus Sambal 71,Bumbu Dapur,335ml,SKU-01417,10000,14000,9929
Tepung Terigu 71,Makanan Kaleng,1kg,SKU-01418,12000,15000,9936
Telur Ayam 71,Perawatan Diri,1kg,SKU-01419,27000,32000,9943
Tisu Wajah 71,Kebersihan,200 sheets,SKU-01420,9000,13000,9950
Indomie Goreng 72,Mie Instan,85g,SKU-01421,2500,3500,9957
Indomie Soto 72,Minuman,75g,SKU-01422,2500,3500,9964
Aqua 72,Snack,600ml,SKU-01423,2500,4000,9971
Teh Botol Sosro 72,Sembako,450ml,SKU-01424,3500,5000,9978
Kopi Kapal Api 72,Susu,65g,SKU-01425,7000,9500,9985
Beras Premium 72,Kopi & Teh,5kg,SKU-01426,65000,75000,9992
Gula Pasir 72,Bumbu Dapur,1kg,SKU-01427,14500,17000,9999
Minyak Goreng 72,Makanan Kaleng,1L,SKU-01428,17000,20000,10006
Susu UHT 72,Perawatan Diri,1L,SKU-01429,18000,22000,10013
Sabun Mandi 72,Kebersihan,100g,SKU-01430,3500,5000,10020
Shampoo 72,Mie Instan,170ml,SKU-01431,18000,23000,10027
Pasta Gigi 72,Minuman,120g,SKU-01432,11000,15000,10034
Biskuit 72,Snack,120g,SKU-01433,6500,9000,10041
Keripik Kentang 72,Sembako,68g,SKU-01434,9000,12000,10048
Sarden Kaleng 72,Susu,155g,SKU-01435,12000,16000,10055
Kecap Manis 72,Kopi & Teh,600ml,SKU-01436,14000,18000,10062
Saus Sambal 72,Bumbu Dapur,335ml,SKU-01437,10000,14000,10069
Tepung Terigu 72,Makanan Kaleng,1kg,SKU-01438,12000,15000,10076
Telur Ayam 72,Perawatan Diri,1kg,SKU-01439,27000,32000,10083
Tisu Wajah 72,Kebersihan,200 sheets,SKU-01440,9000,13000,10090
Indomie Goreng 73,Mie Instan,85g,SKU-01441,2500,3500,10097
Indomie Soto 73,Minuman,75g,SKU-01442,2500,3500,10104
Aqua 73,Snack,600ml,SKU-01443,2500,4000,10111
Teh Botol Sosro 73,Sembako,450ml,SKU-01444,3500,5000,10118
Kopi Kapal Api 73,Susu,65g,SKU-01445,7000,9500,10125
Beras Premium 73,Kopi & Teh,5kg,SKU-01446,65000,75000,10132
Gula Pasir 73,Bumbu Dapur,1kg,SKU-01447,14500,17000,10139
Minyak Goreng 73,Makanan Kaleng,1L,SKU-01448,17000,20000,10146
Susu UHT 73,Perawatan Diri,1L,SKU-01449,18000,22000,10153
Sabun Mandi 73,Kebersihan,100g,SKU-01450,3500,5000,10160
Shampoo 73,Mie Instan,170ml,SKU-01451,18000,23000,10167
Pasta Gigi 73,Minuman,120g,SKU-01452,11000,15000,10174
Biskuit 73,Snack,120g,SKU-01453,6500,9000,10181
Keripik Kentang 73,Sembako,68g,SKU-01454,9000,12000,10188
Sarden Kaleng 73,Susu,155g,SKU-01455,12000,16000,10195
Kecap Manis 73,Kopi & Teh,600ml,SKU-01456,14000,18000,10202
Saus Sambal 73,Bumbu Dapur,335ml,SKU-01457,10000,14000,10209
Tepung Terigu 73,Makanan Kaleng,1kg,SKU-01458,12000,15000,10216
Telur Ayam 73,Perawatan Diri,1kg,SKU-01459,27000,32000,10223
Tisu Wajah 73,Kebersihan,200 sheets,SKU-01460,9000,13000,10230
Indomie Goreng 74,Mie Instan,85g,SKU-01461,2500,3500,10237
Indomie Soto 74,Minuman,75g,SKU-01462,2500,3500,10244
Aqua 74,Snack,600ml,SKU-01463,2500,4000,10251
Teh Botol Sosro 74,Sembako,450ml,SKU-01464,3500,5000,10258
Kopi Kapal Api 74,Susu,65g,SKU-01465,7000,9500,10265
Beras Premium 74,Kopi & Teh,5kg,SKU-01466,65000,75000,10272
Gula Pasir 74,Bumbu Dapur,1kg,SKU-01467,14500,17000,10279
Minyak Goreng 74,Makanan Kaleng,1L,SKU-01468,17000,20000,10286
Susu UHT 74,Perawatan Diri,1L,SKU-01469,18000,22000,10293
Sabun Mandi 74,Kebersihan,100g,SKU-01470,3500,5000,10300
Shampoo 74,Mie Instan,170ml,SKU-01471,18000,23000,10307
Pasta Gigi 74,Minuman,120g,SKU-01472,11000,15000,10314
Biskuit 74,Snack,120g,SKU-01473,6500,9000,10321
Keripik Kentang 74,Sembako,68g,SKU-01474,9000,12000,10328
Sarden Kaleng 74,Susu,155g,SKU-01475,12000,16000,10335
Kecap Manis 74,Kopi & Teh,600ml,SKU-01476,14000,18000,10342
Saus Sambal 74,Bumbu Dapur,335ml,SKU-01477,10000,14000,10349
Tepung Terigu 74,Makanan Kaleng,1kg,SKU-01478,12000,15000,10356
Telur Ayam 74,Perawatan Diri,1kg,SKU-01479,27000,32000,10363
Tisu Wajah 74,Kebersihan,200 sheets,SKU-01480,9000,13000,10370
Indomie Goreng 75,Mie Instan,85g,SKU-01481,2500,3500,10377
Indomie Soto 75,Minuman,75g,SKU-01482,2500,3500,10384
Aqua 75,Snack,600ml,SKU-01483,2500,4000,10391
Teh Botol Sosro 75,Sembako,450ml,SKU-01484,3500,5000,10398
Kopi Kapal Api 75,Susu,65g,SKU-01485,7000,9500,10405
Beras Premium 75,Kopi & Teh,5kg,SKU-01486,65000,75000,10412
Gula Pasir 75,Bumbu Dapur,1kg,SKU-01487,14500,17000,10419
Minyak Goreng 75,Makanan Kaleng,1L,SKU-01488,17000,20000,10426
Susu UHT 75,Perawatan Diri,1L,SKU-01489,18000,22000,10433
Sabun Mandi 75,Kebersihan,100g,SKU-01490,3500,5000,10440
Shampoo 75,Mie Instan,170ml,SKU-01491,18000,23000,10447
Pasta Gigi 75,Minuman,120g,SKU-01492,11000,15000,10454
Biskuit 75,Snack,120g,SKU-01493,6500,9000,10461
Keripik Kentang 75,Sembako,68g,SKU-01494,9000,12000,10468
Sarden Kaleng 75,Susu,155g,SKU-01495,12000,16000,10475
Kecap Manis 75,Kopi & Teh,600ml,SKU-01496,14000,18000,10482
Saus Sambal 75,Bumbu Dapur,335ml,SKU-01497,10000,14000,10489
Tepung Terigu 75,Makanan Kaleng,1kg,SKU-01498,12000,15000,10496
Telur Ayam 75,Perawatan Diri,1kg,SKU-01499,27000,32000,10503
Tisu Wajah 75,Kebersihan,200 sheets,SKU-01500,9000,13000,10510
Indomie Goreng 76,Mie Instan,85g,SKU-01501,2500,3500,10517
Indomie Soto 76,Minuman,75g,SKU-01502,2500,3500,10524
Aqua 76,Snack,600ml,SKU-01503,2500,4000,10531
Teh Botol Sosro 76,Sembako,450ml,SKU-01504,3500,5000,10538
Kopi Kapal Api 76,Susu,65g,SKU-01505,7000,9500,10545
Beras Premium 76,Kopi & Teh,5kg,SKU-01506,65000,75000,10552
Gula Pasir 76,Bumbu Dapur,1kg,SKU-01507,14500,17000,10559
Minyak Goreng 76,Makanan Kaleng,1L,SKU-01508,17000,20000,10566
Susu UHT 76,Perawatan Diri,1L,SKU-01509,18000,22000,10573
Sabun Mandi 76,Kebersihan,100g,SKU-01510,3500,5000,10580
Shampoo 76,Mie Instan,170ml,SKU-01511,18000,23000,10587
Pasta Gigi 76,Minuman,120g,SKU-01512,11000,15000,10594
Biskuit 76,Snack,120g,SKU-01513,6500,9000,10601
Keripik Kentang 76,Sembako,68g,SKU-01514,9000,12000,10608
Sarden Kaleng 76,Susu,155g,SKU-01515,12000,16000,10615
Kecap Manis 76,Kopi & Teh,600ml,SKU-01516,14000,18000,10622
