name,category,sku,variantName,costPrice,sellingPrice,stockQuantity
Fresh Minyak Goreng 1532,Minuman,SKU-003063,1 L,109103,133600,158
Fresh Minyak Goreng 1532,Minuman,SKU-003064,2 L,113566,146200,168
Fresh Minyak Goreng 1532,Minuman,SKU-003065,5 L,48388,65800,24
Daily Gula 1533,Snack,SKU-003066,500 g,103467,140700,11
Choice Tepung 1534,Sembako,SKU-003067,500 g,63134,89400,40
Choice Tepung 1534,Sembako,SKU-003068,1 kg,72068,102000,137
Max Kopi 1535,Perawatan Diri,SKU-003069,100 g,76817,103700,17
Max Kopi 1535,Perawatan Diri,SKU-003070,200 g,57252,81400,105
Max Kopi 1535,Perawatan Diri,SKU-003071,500 g,145219,172300,94
Plus Teh 1536,Kebersihan,SKU-003072,25 sachet,20362,28000,129
Nusantara Susu 1537,Elektronik,SKU-003073,200 ml,85762,109200,42
Nusantara Susu 1537,Elektronik,SKU-003074,1 L,66561,80700,11
Prima Air Mineral 1538,ATK,SKU-003075,330 ml,121454,140600,163
Prima Air Mineral 1538,ATK,SKU-003076,600 ml,121385,153500,190
Prima Air Mineral 1538,ATK,SKU-003077,1.5 L,104985,147700,101
Sejahtera Mie Instan 1539,Rumah Tangga,SKU-003078,Original,10202,11800,29
Maju Biskuit 1540,Kesehatan,SKU-003079,50 g,36077,45000,191
Maju Biskuit 1540,Kesehatan,SKU-003080,100 g,121999,158000,17
Jaya Keripik 1541,Makanan,SKU-003081,50 g,21939,28800,62
Jaya Keripik 1541,Makanan,SKU-003082,100 g,115046,137100,71
Jaya Keripik 1541,Makanan,SKU-003083,250 g,42601,51200,4
Sentosa Saus 1542,Minuman,SKU-003084,135 ml,26649,32100,31
Makmur Kecap 1543,Snack,SKU-003085,135 ml,140456,192800,43
Makmur Kecap 1543,Snack,SKU-003086,275 ml,20638,27900,2
Fresh Sabun Mandi 1544,Sembako,SKU-003087,70 g,71931,86000,91
Fresh Sabun Mandi 1544,Sembako,SKU-003088,100 g,46945,57000,8
Fresh Sabun Mandi 1544,Sembako,SKU-003089,250 g,139838,169900,178
Daily Shampoo 1545,Perawatan Diri,SKU-003090,170 ml,12818,18000,133
Choice Pasta Gigi 1546,Kebersihan,SKU-003091,75 g,27246,34500,78
Choice Pasta Gigi 1546,Kebersihan,SKU-003092,120 g,116688,136000,1
Max Detergen 1547,Elektronik,SKU-003093,500 g,13057,18000,196
Max Detergen 1547,Elektronik,SKU-003094,1 kg,53184,76000,95
Max Detergen 1547,Elektronik,SKU-003095,2.5 kg,62831,76000,4
Plus Tisu 1548,ATK,SKU-003096,10 sheets,110841,128400,3
Nusantara Pewangi 1549,Rumah Tangga,SKU-003097,250 ml,88673,123800,174
Nusantara Pewangi 1549,Rumah Tangga,SKU-003098,450 ml,16860,20500,24
Prima Pulpen 1550,Kesehatan,SKU-003099,0.5 mm,44309,60600,11
Prima Pulpen 1550,Kesehatan,SKU-003100,0.7 mm,109268,142500,83
Prima Pulpen 1550,Kesehatan,SKU-003101,1.0 mm,84888,111900,48
Sejahtera Buku Tulis 1551,Makanan,SKU-003102,38 sheets,54595,78100,101
Maju Lampu LED 1552,Minuman,SKU-003103,5 W,112466,133400,54
Maju Lampu LED 1552,Minuman,SKU-003104,9 W,28057,35300,44
Jaya Baterai 1553,Snack,SKU-003105,AA,4230,5400,80
Jaya Baterai 1553,Snack,SKU-003106,AAA,3440,4400,117
Jaya Baterai 1553,Snack,SKU-003107,9V,57996,67800,71
Sentosa Kabel USB 1554,Sembako,SKU-003108,1 m,97025,112900,55
Makmur Sapu 1555,Perawatan Diri,SKU-003109,Standard,108066,134100,153
Makmur Sapu 1555,Perawatan Diri,SKU-003110,Premium,131260,189700,26
Fresh Pel 1556,Kebersihan,SKU-003111,Standard,140856,195400,145
Fresh Pel 1556,Kebersihan,SKU-003112,Microfiber,45246,55500,24
Fresh Pel 1556,Kebersihan,SKU-003113,Spray,85327,123200,178
Daily Spons 1557,Elektronik,SKU-003114,Small,102160,138300,197
Choice Vitamin 1558,ATK,SKU-003115,30 tablets,35147,43900,162
Choice Vitamin 1558,ATK,SKU-003116,60 tablets,83653,120700,170
Max Masker 1559,Rumah Tangga,SKU-003117,10 pcs,126687,148300,4
Max Masker 1559,Rumah Tangga,SKU-003118,25 pcs,117979,149200,163
Max Masker 1559,Rumah Tangga,SKU-003119,50 pcs,61228,79700,180
Plus Hand Sanitizer 1560,Kesehatan,SKU-003120,60 ml,3784,4600,157
Nusantara Beras 1561,Makanan,SKU-003121,5 kg,32820,40800,188
Nusantara Beras 1561,Makanan,SKU-003122,10 kg,112628,155100,158
Prima Minyak Goreng 1562,Minuman,SKU-003123,1 L,21111,24700,95
Prima Minyak Goreng 1562,Minuman,SKU-003124,2 L,131038,162400,38
Prima Minyak Goreng 1562,Minuman,SKU-003125,5 L,98800,119700,9
Sejahtera Gula 1563,Snack,SKU-003126,500 g,62707,89500,153
Maju Tepung 1564,Sembako,SKU-003127,500 g,116620,160000,84
Maju Tepung 1564,Sembako,SKU-003128,1 kg,35497,43800,164
Jaya Kopi 1565,Perawatan Diri,SKU-003129,100 g,10682,14000,106
Jaya Kopi 1565,Perawatan Diri,SKU-003130,200 g,75916,104400,58
Jaya Kopi 1565,Perawatan Diri,SKU-003131,500 g,87140,109200,52
Sentosa Teh 1566,Kebersihan,SKU-003132,25 sachet,141677,165200,170
Makmur Susu 1567,Elektronik,SKU-003133,200 ml,65400,90900,178
Makmur Susu 1567,Elektronik,SKU-003134,1 L,58612,78100,97
Fresh Air Mineral 1568,ATK,SKU-003135,330 ml,137000,170800,113
Fresh Air Mineral 1568,ATK,SKU-003136,600 ml,1884,2200,125
Fresh Air Mineral 1568,ATK,SKU-003137,1.5 L,18646,26800,13
Daily Mie Instan 1569,Rumah Tangga,SKU-003138,Original,37401,53500,32
Choice Biskuit 1570,Kesehatan,SKU-003139,50 g,24354,29300,140
Choice Biskuit 1570,Kesehatan,SKU-003140,100 g,53875,65800,20
Max Keripik 1571,Makanan,SKU-003141,50 g,112036,153200,79
Max Keripik 1571,Makanan,SKU-003142,100 g,43333,59200,62
Max Keripik 1571,Makanan,SKU-003143,250 g,111453,134100,63
Plus Saus 1572,Minuman,SKU-003144,135 ml,79756,98500,114
Nusantara Kecap 1573,Snack,SKU-003145,135 ml,53096,65400,200
Nusantara Kecap 1573,Snack,SKU-003146,275 ml,126436,148400,92
Prima Sabun Mandi 1574,Sembako,SKU-003147,70 g,104697,132300,120
Prima Sabun Mandi 1574,Sembako,SKU-003148,100 g,116004,148100,156
Prima Sabun Mandi 1574,Sembako,SKU-003149,250 g,113921,157000,123
Sejahtera Shampoo 1575,Perawatan Diri,SKU-003150,170 ml,5493,7600,109
Maju Pasta Gigi 1576,Kebersihan,SKU-003151,75 g,22118,30500,76
Maju Pasta Gigi 1576,Kebersihan,SKU-003152,120 g,141123,168800,186
Jaya Detergen 1577,Elektronik,SKU-003153,500 g,46358,56900,118
Jaya Detergen 1577,Elektronik,SKU-003154,1 kg,80476,103500,96
Jaya Detergen 1577,Elektronik,SKU-003155,2.5 kg,147662,196700,18
Sentosa Tisu 1578,ATK,SKU-003156,10 sheets,87655,104400,120
Makmur Pewangi 1579,Rumah Tangga,SKU-003157,250 ml,51605,61700,48
Makmur Pewangi 1579,Rumah Tangga,SKU-003158,450 ml,1395,1600,128
Fresh Pulpen 1580,Kesehatan,SKU-003159,0.5 mm,98409,127700,106
Fresh Pulpen 1580,Kesehatan,SKU-003160,0.7 mm,103755,149500,95
Fresh Pulpen 1580,Kesehatan,SKU-003161,1.0 mm,100973,130900,164
Daily Buku Tulis 1581,Makanan,SKU-003162,38 sheets,18973,24100,9
Choice Lampu LED 1582,Minuman,SKU-003163,5 W,32931,41700,144
Choice Lampu LED 1582,Minuman,SKU-003164,9 W,42862,51800,111
Max Baterai 1583,Snack,SKU-003165,AA,67214,92800,192
Max Baterai 1583,Snack,SKU-003166,AAA,91677,119400,125
Max Baterai 1583,Snack,SKU-003167,9V,96816,131600,166
Plus Kabel USB 1584,Sembako,SKU-003168,1 m,101312,144700,188
Nusantara Sapu 1585,Perawatan Diri,SKU-003169,Standard,64994,79500,8
Nusantara Sapu 1585,Perawatan Diri,SKU-003170,Premium,95042,127300,173
Prima Pel 1586,Kebersihan,SKU-003171,Standard,7707,10500,165
Prima Pel 1586,Kebersihan,SKU-003172,Microfiber,39066,48000,116
Prima Pel 1586,Kebersihan,SKU-003173,Spray,38931,47700,154
Sejahtera Spons 1587,Elektronik,SKU-003174,Small,42617,49200,197
Maju Vitamin 1588,ATK,SKU-003175,30 tablets,24497,32900,98
Maju Vitamin 1588,ATK,SKU-003176,60 tablets,104545,142400,20
Jaya Masker 1589,Rumah Tangga,SKU-003177,10 pcs,136231,193900,108
Jaya Masker 1589,Rumah Tangga,SKU-003178,25 pcs,43769,61200,64
Jaya Masker 1589,Rumah Tangga,SKU-003179,50 pcs,79525,103400,136
Sentosa Hand Sanitizer 1590,Kesehatan,SKU-003180,60 ml,100645,133400,187
Makmur Beras 1591,Makanan,SKU-003181,5 kg,108200,148900,186
Makmur Beras 1591,Makanan,SKU-003182,10 kg,23597,27900,146
Fresh Minyak Goreng 1592,Minuman,SKU-003183,1 L,90580,126300,68
Fresh Minyak Goreng 1592,Minuman,SKU-003184,2 L,55225,78900,101
Fresh Minyak Goreng 1592,Minuman,SKU-003185,5 L,81066,93400,43
Daily Gula 1593,Snack,SKU-003186,500 g,129202,148600,17
Choice Tepung 1594,Sembako,SKU-003187,500 g,109834,143600,167
Choice Tepung 1594,Sembako,SKU-003188,1 kg,75886,104000,43
Max Kopi 1595,Perawatan Diri,SKU-003189,100 g,46542,58800,180
Max Kopi 1595,Perawatan Diri,SKU-003190,200 g,35514,43000,46
Max Kopi 1595,Perawatan Diri,SKU-003191,500 g,132057,189400,115
Plus Teh 1596,Kebersihan,SKU-003192,25 sachet,148959,207700,47
Nusantara Susu 1597,Elektronik,SKU-003193,200 ml,52975,61900,46
Nusantara Susu 1597,Elektronik,SKU-003194,1 L,50601,62100,104
Prima Air Mineral 1598,ATK,SKU-003195,330 ml,115834,155000,159
Prima Air Mineral 1598,ATK,SKU-003196,600 ml,28924,40800,42
Prima Air Mineral 1598,ATK,SKU-003197,1.5 L,21221,26300,96
Sejahtera Mie Instan 1599,Rumah Tangga,SKU-003198,Original,32984,40700,87
Maju Biskuit 1600,Kesehatan,SKU-003199,50 g,8076,10700,122
Maju Biskuit 1600,Kesehatan,SKU-003200,100 g,127490,172300,25
Jaya Keripik 1601,Makanan,SKU-003201,50 g,2792,3300,192
Jaya Keripik 1601,Makanan,SKU-003202,100 g,2194,3000,10
Jaya Keripik 1601,Makanan,SKU-003203,250 g,25686,31200,1
Sentosa Saus 1602,Minuman,SKU-003204,135 ml,98778,131500,194
Makmur Kecap 1603,Snack,SKU-003205,135 ml,69987,100100,121
Makmur Kecap 1603,Snack,SKU-003206,275 ml,88650,118000,86
Fresh Sabun Mandi 1604,Sembako,SKU-003207,70 g,97499,132100,87
Fresh Sabun Mandi 1604,Sembako,SKU-003208,100 g,82934,115700,92
Fresh Sabun Mandi 1604,Sembako,SKU-003209,250 g,104756,132400,14
Daily Shampoo 1605,Perawatan Diri,SKU-003210,170 ml,93630,132200,25
Choice Pasta Gigi 1606,Kebersihan,SKU-003211,75 g,1108,1400,178
Choice Pasta Gigi 1606,Kebersihan,SKU-003212,120 g,105631,144500,35
Max Detergen 1607,Elektronik,SKU-003213,500 g,7031,9400,135
Max Detergen 1607,Elektronik,SKU-003214,1 kg,73560,105600,192
Max Detergen 1607,Elektronik,SKU-003215,2.5 kg,65452,82500,158
Plus Tisu 1608,ATK,SKU-003216,10 sheets,124870,162900,169
Nusantara Pewangi 1609,Rumah Tangga,SKU-003217,250 ml,49566,57000,163
Nusantara Pewangi 1609,Rumah Tangga,SKU-003218,450 ml,84758,97900,92
Prima Pulpen 1610,Kesehatan,SKU-003219,0.5 mm,12294,17700,188
Prima Pulpen 1610,Kesehatan,SKU-003220,0.7 mm,85634,115900,59
Prima Pulpen 1610,Kesehatan,SKU-003221,1.0 mm,127318,161700,156
Sejahtera Buku Tulis 1611,Makanan,SKU-003222,38 sheets,21630,27100,121
Maju Lampu LED 1612,Minuman,SKU-003223,5 W,26633,36500,75
Maju Lampu LED 1612,Minuman,SKU-003224,9 W,51438,70100,133
Jaya Baterai 1613,Snack,SKU-003225,AA,132587,153700,127
Jaya Baterai 1613,Snack,SKU-003226,AAA,23130,28700,172
Jaya Baterai 1613,Snack,SKU-003227,9V,144150,208500,119
Sentosa Kabel USB 1614,Sembako,SKU-003228,1 m,44354,62900,29
Makmur Sapu 1615,Perawatan Diri,SKU-003229,Standard,126697,170900,61
Makmur Sapu 1615,Perawatan Diri,SKU-003230,Premium,64094,77800,192
Fresh Pel 1616,Kebersihan,SKU-003231,Standard,23744,28100,183
Fresh Pel 1616,Kebersihan,SKU-003232,Microfiber,7960,9500,83
Fresh Pel 1616,Kebersihan,SKU-003233,Spray,100829,139100,56
Daily Spons 1617,Elektronik,SKU-003234,Small,67835,91600,171
Choice Vitamin 1618,ATK,SKU-003235,30 tablets,32569,44000,136
Choice Vitamin 1618,ATK,SKU-003236,60 tablets,129264,152200,177
Max Masker 1619,Rumah Tangga,SKU-003237,10 pcs,87541,123600,147
Max Masker 1619,Rumah Tangga,SKU-003238,25 pcs,17252,23200,96
Max Masker 1619,Rumah Tangga,SKU-003239,50 pcs,100347,135100,200
Plus Hand Sanitizer 1620,Kesehatan,SKU-003240,60 ml,147598,212500,111
Nusantara Beras 1621,Makanan,SKU-003241,5 kg,61475,74800,29
Nusantara Beras 1621,Makanan,SKU-003242,10 kg,76577,90100,22
Prima Minyak Goreng 1622,Minuman,SKU-003243,1 L,89491,122800,48
Prima Minyak Goreng 1622,Minuman,SKU-003244,2 L,30736,40600,32
Prima Minyak Goreng 1622,Minuman,SKU-003245,5 L,82448,118400,147
Sejahtera Gula 1623,Snack,SKU-003246,500 g,740,900,151
Maju Tepung 1624,Sembako,SKU-003247,500 g,140705,169800,99
Maju Tepung 1624,Sembako,SKU-003248,1 kg,111370,138800,93
Jaya Kopi 1625,Perawatan Diri,SKU-003249,100 g,33410,43600,154
Jaya Kopi 1625,Perawatan Diri,SKU-003250,200 g,58533,69200,2
Jaya Kopi 1625,Perawatan Diri,SKU-003251,500 g,141410,198800,80
Sentosa Teh 1626,Kebersihan,SKU-003252,25 sachet,38232,53300,75
Makmur Susu 1627,Elektronik,SKU-003253,200 ml,57684,75000,116
Makmur Susu 1627,Elektronik,SKU-003254,1 L,38946,51800,37
Fresh Air Mineral 1628,ATK,SKU-003255,330 ml,9303,12400,79
Fresh Air Mineral 1628,ATK,SKU-003256,600 ml,131995,191000,31
Fresh Air Mineral 1628,ATK,SKU-003257,1.5 L,71983,104300,180
Daily Mie Instan 1629,Rumah Tangga,SKU-003258,Original,125678,168300,55
Choice Biskuit 1630,Kesehatan,SKU-003259,50 g,130067,161000,96
Choice Biskuit 1630,Kesehatan,SKU-003260,100 g,15717,22700,85
Max Keripik 1631,Makanan,SKU-003261,50 g,40329,56400,53
Max Keripik 1631,Makanan,SKU-003262,100 g,59301,80700,13
Max Keripik 1631,Makanan,SKU-003263,250 g,47229,66500,186
Plus Saus 1632,Minuman,SKU-003264,135 ml,103010,127700,168
Nusantara Kecap 1633,Snack,SKU-003265,135 ml,42031,60800,140
Nusantara Kecap 1633,Snack,SKU-003266,275 ml,103135,129000,173
Prima Sabun Mandi 1634,Sembako,SKU-003267,70 g,124404,180000,193
Prima Sabun Mandi 1634,Sembako,SKU-003268,100 g,102893,130400,135
Prima Sabun Mandi 1634,Sembako,SKU-003269,250 g,74497,92000,49
Sejahtera Shampoo 1635,Perawatan Diri,SKU-003270,170 ml,143957,182600,33
Maju Pasta Gigi 1636,Kebersihan,SKU-003271,75 g,85082,117000,148
Maju Pasta Gigi 1636,Kebersihan,SKU-003272,120 g,14488,20400,181
Jaya Detergen 1637,Elektronik,SKU-003273,500 g,80011,103000,41
Jaya Detergen 1637,Elektronik,SKU-003274,1 kg,36360,46600,123
Jaya Detergen 1637,Elektronik,SKU-003275,2.5 kg,76605,108700,53
Sentosa Tisu 1638,ATK,SKU-003276,10 sheets,57483,80000,50
Makmur Pewangi 1639,Rumah Tangga,SKU-003277,250 ml,2694,3400,147
Makmur Pewangi 1639,Rumah Tangga,SKU-003278,450 ml,27025,36600,37
Fresh Pulpen 1640,Kesehatan,SKU-003279,0.5 mm,99011,142100,109
Fresh Pulpen 1640,Kesehatan,SKU-003280,0.7 mm,44398,63400,24
Fresh Pulpen 1640,Kesehatan,SKU-003281,1.0 mm,93514,134900,45
Daily Buku Tulis 1641,Makanan,SKU-003282,38 sheets,14055,16700,131
Choice Lampu LED 1642,Minuman,SKU-003283,5 W,89032,118200,38
Choice Lampu LED 1642,Minuman,SKU-003284,9 W,106204,129900,30
Max Baterai 1643,Snack,SKU-003285,AA,63438,80500,77
Max Baterai 1643,Snack,SKU-003286,AAA,45516,61300,96
Max Baterai 1643,Snack,SKU-003287,9V,23791,32900,166
Plus Kabel USB 1644,Sembako,SKU-003288,1 m,100465,123800,167
Nusantara Sapu 1645,Perawatan Diri,SKU-003289,Standard,116985,147400,30
Nusantara Sapu 1645,Perawatan Diri,SKU-003290,Premium,30873,36300,125
Prima Pel 1646,Kebersihan,SKU-003291,Standard,133927,163100,150
Prima Pel 1646,Kebersihan,SKU-003292,Microfiber,125997,155200,190
Prima Pel 1646,Kebersihan,SKU-003293,Spray,25086,34800,46
Sejahtera Spons 1647,Elektronik,SKU-003294,Small,100952,130800,165
Maju Vitamin 1648,ATK,SKU-003295,30 tablets,113980,141300,32
Maju Vitamin 1648,ATK,SKU-003296,60 tablets,26367,32900,182
Jaya Masker 1649,Rumah Tangga,SKU-003297,10 pcs,141205,170200,179
Jaya Masker 1649,Rumah Tangga,SKU-003298,25 pcs,5476,6900,137
Jaya Masker 1649,Rumah Tangga,SKU-003299,50 pcs,139259,180600,132
Sentosa Hand Sanitizer 1650,Kesehatan,SKU-003300,60 ml,141590,193100,166
Makmur Beras 1651,Makanan,SKU-003301,5 kg,32829,45200,53
Makmur Beras 1651,Makanan,SKU-003302,10 kg,31056,37400,153
Fresh Minyak Goreng 1652,Minuman,SKU-003303,1 L,47469,54700,114
Fresh Minyak Goreng 1652,Minuman,SKU-003304,2 L,82690,98100,32
Fresh Minyak Goreng 1652,Minuman,SKU-003305,5 L,54361,73200,22
Daily Gula 1653,Snack,SKU-003306,500 g,147755,181300,192
Choice Tepung 1654,Sembako,SKU-003307,500 g,9476,11100,31
Choice Tepung 1654,Sembako,SKU-003308,1 kg,132983,164800,139
Max Kopi 1655,Perawatan Diri,SKU-003309,100 g,45284,57800,168
Max Kopi 1655,Perawatan Diri,SKU-003310,200 g,322,400,11
Max Kopi 1655,Perawatan Diri,SKU-003311,500 g,136468,194000,75
Plus Teh 1656,Kebersihan,SKU-003312,25 sachet,140311,180100,147
Nusantara Susu 1657,Elektronik,SKU-003313,200 ml,128866,175100,133
Nusantara Susu 1657,Elektronik,SKU-003314,1 L,92605,123300,130
Prima Air Mineral 1658,ATK,SKU-003315,330 ml,55308,75000,169
Prima Air Mineral 1658,ATK,SKU-003316,600 ml,12027,14700,48
Prima Air Mineral 1658,ATK,SKU-003317,1.5 L,37437,46400,55
Sejahtera Mie Instan 1659,Rumah Tangga,SKU-003318,Original,35481,47200,55
Maju Biskuit 1660,Kesehatan,SKU-003319,50 g,94426,116400,186
Maju Biskuit 1660,Kesehatan,SKU-003320,100 g,110928,130000,65
Jaya Keripik 1661,Makanan,SKU-003321,50 g,68634,86800,41
Jaya Keripik 1661,Makanan,SKU-003322,100 g,105173,135300,65
Jaya Keripik 1661,Makanan,SKU-003323,250 g,111801,160100,36
Sentosa Saus 1662,Minuman,SKU-003324,135 ml,140784,170500,161
Makmur Kecap 1663,Snack,SKU-003325,135 ml,70921,102700,178
Makmur Kecap 1663,Snack,SKU-003326,275 ml,50796,69300,144
Fresh Sabun Mandi 1664,Sembako,SKU-003327,70 g,134367,178900,107
Fresh Sabun Mandi 1664,Sembako,SKU-003328,100 g,40536,50500,111
Fresh Sabun Mandi 1664,Sembako,SKU-003329,250 g,99637,115400,154
Daily Shampoo 1665,Perawatan Diri,SKU-003330,170 ml,65180,76500,31
Choice Pasta Gigi 1666,Kebersihan,SKU-003331,75 g,139621,165200,140
Choice Pasta Gigi 1666,Kebersihan,SKU-003332,120 g,106935,125100,163
Max Detergen 1667,Elektronik,SKU-003333,500 g,23624,29700,85
Max Detergen 1667,Elektronik,SKU-003334,1 kg,71931,85900,57
Max Detergen 1667,Elektronik,SKU-003335,2.5 kg,72034,83100,96
Plus Tisu 1668,ATK,SKU-003336,10 sheets,58555,74000,26
Nusantara Pewangi 1669,Rumah Tangga,SKU-003337,250 ml,32675,39300,186
Nusantara Pewangi 1669,Rumah Tangga,SKU-003338,450 ml,80660,107000,125
Prima Pulpen 1670,Kesehatan,SKU-003339,0.5 mm,25345,33200,179
Prima Pulpen 1670,Kesehatan,SKU-003340,0.7 mm,74223,97600,155
Prima Pulpen 1670,Kesehatan,SKU-003341,1.0 mm,26269,37300,43
Sejahtera Buku Tulis 1671,Makanan,SKU-003342,38 sheets,83660,120000,99
Maju Lampu LED 1672,Minuman,SKU-003343,5 W,47662,59700,189
Maju Lampu LED 1672,Minuman,SKU-003344,9 W,139677,183700,103
Jaya Baterai 1673,Snack,SKU-003345,AA,125306,166400,66
Jaya Baterai 1673,Snack,SKU-003346,AAA,2789,3800,182
Jaya Baterai 1673,Snack,SKU-003347,9V,41061,55300,36
Sentosa Kabel USB 1674,Sembako,SKU-003348,1 m,99600,131500,68
Makmur Sapu 1675,Perawatan Diri,SKU-003349,Standard,14158,20200,163
Makmur Sapu 1675,Perawatan Diri,SKU-003350,Premium,97332,132600,63
Fresh Pel 1676,Kebersihan,SKU-003351,Standard,109940,149700,46
Fresh Pel 1676,Kebersihan,SKU-003352,Microfiber,115370,166800,119
Fresh Pel 1676,Kebersihan,SKU-003353,Spray,131956,163100,109
Daily Spons 1677,Elektronik,SKU-003354,Small,136770,195900,58
Choice Vitamin 1678,ATK,SKU-003355,30 tablets,80303,107700,22
Choice Vitamin 1678,ATK,SKU-003356,60 tablets,80427,102300,80
Max Masker 1679,Rumah Tangga,SKU-003357,10 pcs,23929,32100,19
Max Masker 1679,Rumah Tangga,SKU-003358,25 pcs,63224,90600,42
Max Masker 1679,Rumah Tangga,SKU-003359,50 pcs,15350,18000,73
Plus Hand Sanitizer 1680,Kesehatan,SKU-003360,60 ml,145569,208000,2
Nusantara Beras 1681,Makanan,SKU-003361,5 kg,111444,150800,187
Nusantara Beras 1681,Makanan,SKU-003362,10 kg,36063,46700,131
Prima Minyak Goreng 1682,Minuman,SKU-003363,1 L,139867,190100,103
Prima Minyak Goreng 1682,Minuman,SKU-003364,2 L,3943,5300,190
Prima Minyak Goreng 1682,Minuman,SKU-003365,5 L,2211,3000,179
Sejahtera Gula 1683,Snack,SKU-003366,500 g,140370,193000,62
Maju Tepung 1684,Sembako,SKU-003367,500 g,138741,188000,10
Maju Tepung 1684,Sembako,SKU-003368,1 kg,117911,169700,172
Jaya Kopi 1685,Perawatan Diri,SKU-003369,100 g,137536,195500,44
Jaya Kopi 1685,Perawatan Diri,SKU-003370,200 g,19992,25200,34
Jaya Kopi 1685,Perawatan Diri,SKU-003371,500 g,134959,169500,13
Sentosa Teh 1686,Kebersihan,SKU-003372,25 sachet,111114,144300,43
Makmur Susu 1687,Elektronik,SKU-003373,200 ml,98154,141400,86
Makmur Susu 1687,Elektronik,SKU-003374,1 L,65774,92100,196
Fresh Air Mineral 1688,ATK,SKU-003375,330 ml,31197,38600,123
Fresh Air Mineral 1688,ATK,SKU-003376,600 ml,77251,95000,0
Fresh Air Mineral 1688,ATK,SKU-003377,1.5 L,149418,189500,78
Daily Mie Instan 1689,Rumah Tangga,SKU-003378,Original,135442,189300,9
Choice Biskuit 1690,Kesehatan,SKU-003379,50 g,121687,172500,124
Choice Biskuit 1690,Kesehatan,SKU-003380,100 g,15372,19300,157
Max Keripik 1691,Makanan,SKU-003381,50 g,120979,151100,90
Max Keripik 1691,Makanan,SKU-003382,100 g,28392,32700,184
Max Keripik 1691,Makanan,SKU-003383,250 g,49100,62400,2
Plus Saus 1692,Minuman,SKU-003384,135 ml,26865,34400,50
Nusantara Kecap 1693,Snack,SKU-003385,135 ml,22515,29500,39
Nusantara Kecap 1693,Snack,SKU-003386,275 ml,107967,128200,124
Prima Sabun Mandi 1694,Sembako,SKU-003387,70 g,2111,2500,168
Prima Sabun Mandi 1694,Sembako,SKU-003388,100 g,65871,80200,101
Prima Sabun Mandi 1694,Sembako,SKU-003389,250 g,98422,122000,109
Sejahtera Shampoo 1695,Perawatan Diri,SKU-003390,170 ml,48057,63000,68
Maju Pasta Gigi 1696,Kebersihan,SKU-003391,75 g,28793,41700,168
Maju Pasta Gigi 1696,Kebersihan,SKU-003392,120 g,115474,138400,90
Jaya Detergen 1697,Elektronik,SKU-003393,500 g,114060,131400,181
Jaya Detergen 1697,Elektronik,SKU-003394,1 kg,52326,61900,72
Jaya Detergen 1697,Elektronik,SKU-003395,2.5 kg,10852,12900,107
Sentosa Tisu 1698,ATK,SKU-003396,10 sheets,87125,123700,41
Makmur Pewangi 1699,Rumah Tangga,SKU-003397,250 ml,52464,75300,170
Makmur Pewangi 1699,Rumah Tangga,SKU-003398,450 ml,69977,83000,125
Fresh Pulpen 1700,Kesehatan,SKU-003399,0.5 mm,144511,187700,174
Fresh Pulpen 1700,Kesehatan,SKU-003400,0.7 mm,33706,42000,195
Fresh Pulpen 1700,Kesehatan,SKU-003401,1.0 mm,105125,136700,189
Daily Buku Tulis 1701,Makanan,SKU-003402,38 sheets,102234,121600,27
Choice Lampu LED 1702,Minuman,SKU-003403,5 W,5844,6900,88
Choice Lampu LED 1702,Minuman,SKU-003404,9 W,131372,151600,175
Max Baterai 1703,Snack,SKU-003405,AA,62298,72600,87
Max Baterai 1703,Snack,SKU-003406,AAA,112934,163000,188
Max Baterai 1703,Snack,SKU-003407,9V,2404,3100,74
Plus Kabel USB 1704,Sembako,SKU-003408,1 m,74283,96300,194
Nusantara Sapu 1705,Perawatan Diri,SKU-003409,Standard,112747,138000,39
Nusantara Sapu 1705,Perawatan Diri,SKU-003410,Premium,134318,162000,71
Prima Pel 1706,Kebersihan,SKU-003411,Standard,30451,42900,179
Prima Pel 1706,Kebersihan,SKU-003412,Microfiber,65142,87900,109
Prima Pel 1706,Kebersihan,SKU-003413,Spray,52312,67600,200
Sejahtera Spons 1707,Elektronik,SKU-003414,Small,27317,37200,128
Maju Vitamin 1708,ATK,SKU-003415,30 tablets,47797,57700,151
Maju Vitamin 1708,ATK,SKU-003416,60 tablets,39287,47900,33
Jaya Masker 1709,Rumah Tangga,SKU-003417,10 pcs,105493,122500,49
Jaya Masker 1709,Rumah Tangga,SKU-003418,25 pcs,38627,49400,157
Jaya Masker 1709,Rumah Tangga,SKU-003419,50 pcs,52635,62000,13
Sentosa Hand Sanitizer 1710,Kesehatan,SKU-003420,60 ml,100007,127200,78
Makmur Beras 1711,Makanan,SKU-003421,5 kg,60967,74200,109
Makmur Beras 1711,Makanan,SKU-003422,10 kg,125918,147100,109
Fresh Minyak Goreng 1712,Minuman,SKU-003423,1 L,13841,17200,68
Fresh Minyak Goreng 1712,Minuman,SKU-003424,2 L,95609,118000,89
Fresh Minyak Goreng 1712,Minuman,SKU-003425,5 L,109895,134500,12
Daily Gula 1713,Snack,SKU-003426,500 g,47945,55700,13
Choice Tepung 1714,Sembako,SKU-003427,500 g,84615,102700,120
